fieldsurfacetype, streetno, sportsplayed, facilityname, numberfieldcourts, facilitycondition, facilityupgradeage, postcode, facility_id, facilityage, streettype, changerooms, longitude, latitude, objectid, faciltysportplayedid, suburbtown, lga, streetname
null,"41","Fitness / Gymnasium Workouts","All Seasons Personal Fitness",null,null,null,3121,"YARRAC11054",null,"Road",null,144.991239000113,-37.8174789988842,9088,17870,"RICHMOND","YARRA","Bridge"
null,"30","Fitness / Gymnasium Workouts","Andrew Baxter Body Concepts Studio",null,null,null,3121,"YARRAC11055",null,"Street",null,144.99073600004,-37.8261149989673,9089,17871,"RICHMOND","YARRA","Cremorne"
null,"738","Fitness / Gymnasium Workouts","Anytime Fitness Alphington",null,null,null,3067,"YARRAC11034",null,"Road",null,145.031394000179,-37.7809929987406,9090,17850,"ALPHINGTON","YARRA","Heidelberg"
null,"8/53","Fitness / Gymnasium Workouts","Anytime Fitness Richmond",null,null,null,3121,"YARRAC11056",null,"Street",null,145.003817999949,-37.8203979986448,9091,17872,"RICHMOND","YARRA","Coppin"
null,"405","Fitness / Gymnasium Workouts","Australian Institute of Fitness",1,null,null,3121,"YARRAC11019",null,"Street",null,144.9981559995,-37.8249219994108,9092,17826,"RICHMOND","YARRA","Church"
null,"474","Fitness / Gymnasium Workouts","Balance & Control Pilates Studio",null,null,null,3121,"YARRAC11057",null,"Street",null,145.007549000222,-37.8115109992377,9093,17873,"RICHMOND","YARRA","Victoria"
null,null,"Fitness / Gymnasium Workouts","Collingwood Housing Estate Gymnasium",1,"3. Average","6 - 10 Years",3066,"YARRAC10981","11 - 25 Years","Street",null,144.992862999603,-37.8028699990725,9094,17773,"COLLINGWOOD","YARRA","Hoddle"
null,null,"Fitness / Gymnasium Workouts","Collingwood Leisure Centre",1,"5. Very Good","< 1 Years",3068,"YARRAC10979","26 - 50 Years","Street","Female, Male, Unisex",144.994351000382,-37.7879959988648,9095,17770,"CLIFTON HILL","YARRA","Turnbull"
null,"116","Fitness / Gymnasium Workouts","CrossFit Richmond",1,null,null,3121,"YARRAC11015",null,"Street",null,145.009579999452,-37.8181619991996,9096,17822,"RICHMOND","YARRA","Murphy"
null,"62","Fitness / Gymnasium Workouts","CrossFit Victoria",1,null,null,3065,"YARRAC11003",null,"Street",null,144.977529999805,-37.7959399986843,9097,17803,"FITZROY","YARRA","Rose"
null,"2/62","Fitness / Gymnasium Workouts","CrossFit Victoria",null,null,null,3065,"YARRAC11037",null,"Street",null,144.977607999633,-37.7959639990843,9098,17853,"FITZROY","YARRA","Rose"
null,"278","Fitness / Gymnasium Workouts","Curves North Fitzroy",null,null,null,3068,"YARRAC11050",null,"Road",null,144.985022000361,-37.7820899986971,9099,17866,"FITZROY NORTH","YARRA","St. Georges"
null,"193-197","Fitness / Gymnasium Workouts","Fernwood - Carlton",null,null,null,3053,"YARRAC11035",null,"Street",null,144.974951999817,-37.7955839986874,9100,17851,"CARLTON","MELBOURNE","Nicholson"
null,"197","Fitness / Gymnasium Workouts","Fernwood Carlton",1,null,null,3053,"YARRAC10975",null,"Street",null,144.975107999639,-37.795620998746,9101,17763,"CARLTON","MELBOURNE","Nicholson"
null,"133","Fitness / Gymnasium Workouts","Fitness 24 Hours",null,null,null,3065,"YARRAC11046",null,"Street",null,144.979215000182,-37.798089999533,9102,17862,"FITZROY","YARRA","Johnston"
null,"560","Fitness / Gymnasium Workouts","Fitness First",1,null,null,3121,"YARRAC11016",null,"Street",null,144.996400000277,-37.8293699987491,9103,17823,"RICHMOND","YARRA","Church"
null,"4","Fitness / Gymnasium Workouts","Fitness Live",null,null,null,3121,"YARRAC11059",null,"Street",null,145.002458000437,-37.8203349992102,9104,17875,"RICHMOND","YARRA","Stephenson"
null,"488","Fitness / Gymnasium Workouts","Fitness Ring Studio",null,null,null,3121,"YARRAC11066",null,"Street",null,144.994547999861,-37.8099369993726,9105,17882,"RICHMOND","YARRA","Victoria"
null,null,"Fitness / Gymnasium Workouts","fitness Xplosion",null,null,null,3068,"YARRAC11051",null,"Road",null,144.976276999653,-37.7913509990952,9106,17867,"FITZROY NORTH","YARRA","St. Georges"
null,"212","Fitness / Gymnasium Workouts","Fitnessland Gym",1,null,null,3078,"YARRAC10992",null,"Road",null,145.025109000068,-37.7790089989339,9107,17788,"FAIRFIELD","DAREBIN","Grange"
null,"358","Fitness / Gymnasium Workouts","FITROCk",1,null,null,3121,"YARRAC11017",null,"Street",null,144.988844000113,-37.8246289988723,9108,17824,"RICHMOND","YARRA","Swan"
null,"175","Fitness / Gymnasium Workouts","Fitzroy Pilates Studios",null,null,null,3065,"YARRAC11038",null,"Street",null,144.977592000372,-37.8022019986821,9109,17854,"FITZROY","YARRA","Brunswick"
null,null,"Fitness / Gymnasium Workouts","Fitzroy Swimming Pool",null,"3. Average","6 - 10 Years",3065,"YARRAC10998","26 - 50 Years","Parade","Female, Male",144.980899999659,-37.7938999987901,9110,17797,"FITZROY","YARRA","Alexandra"
null,"41","Fitness / Gymnasium Workouts","Goodlife Health Club",null,null,null,3065,"YARRAC11039",null,"Street",null,145.119814000317,-37.9733089990589,9112,17855,"FITZROY","KINGSTON","Johnson"
null,"191","Fitness / Gymnasium Workouts","Healthy Fit",null,null,null,3068,"YARRAC11052",null,"Road",null,144.982524999872,-37.7845329993936,9113,17868,"FITZROY NORTH","YARRA","St. Georges"
null,"191","Fitness / Gymnasium Workouts","Healthy Fit",1,null,null,3065,"YARRAC11004",null,"Road",null,144.982524999872,-37.7845329993936,9114,17804,"FITZROY","YARRA","St Georges"
null,"41","Fitness / Gymnasium Workouts","Hunts Fitness Centre",null,null,null,3065,"YARRAC11040",null,"Street",null,144.975968999449,-37.7980699990222,9115,17856,"FITZROY","YARRA","Johnston"
null,"41","Fitness / Gymnasium Workouts","Hunts Squash & Fitness Centre",1,null,null,3065,"YARRAC11001",null,"Street",null,144.975968999449,-37.7980699990222,9116,17800,"FITZROY","YARRA","Johnston"
null,"107","Fitness / Gymnasium Workouts","Hurl's Fitness",1,null,null,3068,"YARRAC10980",null,"Parade",null,144.989794000567,-37.789496999248,9117,17772,"CLIFTON HILL","YARRA","Queens"
null,"401","Fitness / Gymnasium Workouts","Lifestyle Fitness Centre",1,null,null,3121,"YARRAC11018",null,"Street",null,144.967067999553,-37.8099239986841,9118,17825,"RICHMOND","MELBOURNE","Church"
null,null,"Fitness / Gymnasium Workouts","Melbourne Aboriginal Sport and Recreation Gym",null,null,null,null,"YARRAC11024",null,"Street",null,144.974448999909,-37.80546699893,9119,17836,"FITZROY","YARRA","Gertrude"
null,"81","Fitness / Gymnasium Workouts","Mind and Body",null,null,null,3065,"YARRAC11041",null,"Street",null,144.975968999449,-37.7980699990222,9120,17857,"FITZROY","YARRA","Johnston"
null,"25","Fitness / Gymnasium Workouts","Muscle & Body Shape Gym",1,null,null,3121,"YARRAC11011",null,"Street",null,144.992692999856,-37.8237729993997,9121,17815,"RICHMOND","YARRA","Wangaratta"
null,"45","Fitness / Gymnasium Workouts","Pisces Speacilised Fitness",1,null,null,3121,"YARRAC11014",null,"Road",null,144.9914549995,-37.8175269991757,9122,17821,"RICHMOND","YARRA","Bridge"
null,"83","Fitness / Gymnasium Workouts","Positive Edge Personal Training",null,null,null,3065,"YARRAC11042",null,"Parade",null,144.978209999865,-37.7933239991468,9123,17858,"FITZROY","YARRA","Alexandra"
null,"252","Fitness / Gymnasium Workouts","Richmond  studio and Aerial Divas",null,null,null,3121,"YARRAC11060",null,"Street",null,144.996591000397,-37.834324998948,9124,17876,"RICHMOND","YARRA","Church"
null,null,"Fitness / Gymnasium Workouts","Richmond Boxing Club",null,null,null,null,"YARRAC11023",null,"Street",null,145.001524999801,-37.8183799991808,9125,17834,"RICHMOND","YARRA","Gleadell"
null,null,"Fitness / Gymnasium Workouts","Richmond Recreation Centre",1,null,null,3121,"YARRAC11013",null,"Street",null,145.002381000219,-37.8176879988823,9126,17820,"RICHMOND","YARRA","Gleadell"
null,null,"Fitness / Gymnasium Workouts","Richmond Recreation Centre",1,"4. Good","6 - 10 Years",3121,"YARRAC11010","51 Years +","Street",null,145.000351000084,-37.8172179993486,9127,17813,"RICHMOND","YARRA","Gleadell"
null,"621","Fitness / Gymnasium Workouts","Simon's Personal Training Studio",null,null,null,3065,"YARRAC11043",null,"Street",null,144.977400999825,-37.8045739988192,9128,17859,"FITZROY","YARRA","Brunswick"
null,"103","Fitness / Gymnasium Workouts","Skulpt Personal Training Richmond Personal Training",null,null,null,3121,"YARRAC11061",null,"Street",null,145.012396000209,-37.8181599988249,9129,17877,"RICHMOND","YARRA","Murphy"
null,"620","Fitness / Gymnasium Workouts","Space Health Club",null,null,null,3121,"YARRAC11062",null,"Street",null,144.994547999861,-37.8099369993726,9130,17878,"RICHMOND","YARRA","Victoria"
null,"374","Fitness / Gymnasium Workouts","Srpt Elysium Health & Lifestyle",null,null,null,3121,"YARRAC11063",null,"Road",null,145.004050000553,-37.8192889988919,9131,17879,"RICHMOND","YARRA","Bridge"
null,null,"Fitness / Gymnasium Workouts","Stanton Street Hall",null,null,null,null,"YARRAC11022",null,"Street",null,144.988163999738,-37.8019559993457,9132,17832,"COLLINGWOOD","YARRA","Stanton"
null,"732","Fitness / Gymnasium Workouts","The Spin Room",null,null,null,3068,"YARRAC11053",null,"Street",null,144.978000000101,-37.7822469987075,9133,17869,"FITZROY NORTH","YARRA","Nicholson"
null,"135","Fitness / Gymnasium Workouts","Time 4 Fitness",1,null,null,3065,"YARRAC11000",null,"Street",null,144.975968999449,-37.7980699990222,9134,17799,"FITZROY","YARRA","Johnston"
null,"33","Fitness / Gymnasium Workouts","Unique Fitness Studio",null,null,null,3121,"YARRAC11064",null,"Street",null,144.996172000033,-37.8254889987352,9135,17880,"RICHMOND","YARRA","Waverley"
null,"106","Fitness / Gymnasium Workouts","Vibes Fitness",null,null,null,3065,"YARRAC11044",null,"Street",null,144.979798999844,-37.7955719994591,9136,17860,"FITZROY","YARRA","Leicester"
null,"393","Fitness / Gymnasium Workouts","Vigor Health & Fitness",1,null,null,3065,"YARRAC11002",null,"Street",null,144.984292999653,-37.7976119992192,9137,17802,"FITZROY","YARRA","Smith"
null,"393","Fitness / Gymnasium Workouts","Vigor Health & Fitness",null,null,null,3065,"YARRAC11045",null,"Street",null,144.984292999653,-37.7976119992192,9138,17861,"FITZROY","YARRA","Smith"
null,"509-511","Fitness / Gymnasium Workouts","Zap Fitness Richmond",null,null,null,3121,"YARRAC11058",null,"Road",null,145.007592000437,-37.8192009991825,9139,17874,"RICHMOND","YARRA","Bridge"
"Grass",null,"Gaelic Football","Mc Cutcheon Oval",null,null,null,null,"YARRAC11021",null,"Road",null,145.008575000236,-37.7999749989253,9140,17829,"FAIRFIELD","YARRA","Yarra Bend"
"9 Hole Course - Public",null,"Golf","Burnley Golf Course",1,"4. Good","1 - 5 Years",3121,"YARRAC10974","26 - 50 Years","Street","Female, Male",145.020461999478,-37.8285759991585,9141,17762,"BURNLEY","YARRA","Swan"
"18 Hole Course - Private",null,"Golf","Latrobe Golf Course",1,null,null,3078,"YARRAC10991",null,"Road",null,145.034195999665,-37.786366999206,9142,17787,"FAIRFIELD","YARRA","Farm"
"18 Hole Course - Public",null,"Golf","Yarra Bend Golf Course",1,"4. Good","1 - 5 Years",3067,"YARRAC10966","26 - 50 Years","Road","Unisex",145.007718000194,-37.7956429992036,9143,17748,"ABBOTSFORD","YARRA","Yarra Bend"
"Grass",null,"Lawn Bowls","Alphington Bowls Club",2,"3. Average","1 - 5 Years",3067,"YARRAC10968",null,"Road",null,145.029131000025,-37.7837789988703,9144,17752,"ALPHINGTON","YARRA","Parkview"
"Synthetic Pitch",null,"Lawn Bowls","Fitzroy Victoria Bowls and Sports Club",2,"4. Good","6 - 10 Years",3065,"YARRAC10996","26 - 50 Years","Street",null,144.98237699997,-37.7875299987931,9145,17794,"FITZROY","YARRA","Brunswick"
"Grass",null,"Lawn Bowls","Richmond Union Bowling Club",2,"4. Good","1 - 5 Years",3121,"YARRAC11008","26 - 50 Years","Street",null,145.000351000084,-37.8172179993486,9146,17810,"RICHMOND","YARRA","Gleadell"
null,"207","Martial Arts","Aiki No Michi Aikido",null,null,null,3065,"YARRAC11047",null,"Street",null,144.975968999449,-37.7980699990222,9147,17863,"FITZROY","YARRA","Johnston"
null,"478","Martial Arts","Australian Kung Fu Acadamy",null,null,null,3066,"YARRAC11036",null,"Street",null,144.982586999449,-37.808726998834,9148,17852,"COLLINGWOOD","YARRA","Smith"
null,"478","Martial Arts","Australian Kung Fu Acadamy",1,null,null,3066,"YARRAC10982",null,"Street",null,144.982586999449,-37.808726998834,9149,17774,"COLLINGWOOD","YARRA","Smith"
null,"555","Martial Arts","Dominance Mixed Martial Arts",null,null,null,3121,"YARRAC11065",null,"Street",null,144.994547999861,-37.8099369993726,9150,17881,"RICHMOND","YARRA","Victoria"
null,"214","Martial Arts","Field Aikido Centre",null,null,null,3065,"YARRAC11048",null,"Street",null,144.983714999509,-37.7979679987615,9151,17864,"FITZROY","YARRA","Kerr"
null,null,"Martial Arts","George Knott Athletics Track and Ray Coverdale Pavilion",null,null,null,3068,"YARRAC10978",null,"Road",null,145.002318999856,-37.7842049990468,9152,17769,"CLIFTON HILL","YARRA","Heidelberg"
null,"310","Martial Arts","Inner City Systema",null,null,null,3065,"YARRAC11049",null,"Street",null,144.981553999496,-37.8077079989347,9153,17865,"FITZROY","YARRA","Gore"
null,"439","Martial Arts","Seido-Juku Karate",null,null,null,3121,"YARRAC11067",null,"Street",null,144.988844000113,-37.8246289988723,9154,17883,"RICHMOND","YARRA","Swan"
null,"96","Martial Arts","Wing Chun Kung Fu Jee Shin",null,null,null,3067,"YARRAC11033",null,"Street",null,144.992341999883,-37.805706998662,9155,17849,"ABBOTSFORD","YARRA","Hoddle"
"Synthetic",null,"Netball","Mayor’s Park Tennis Courts and Clubhouse",2,"4. Good","6 - 10 Years",3068,"YARRAC10977","26 - 50 Years","Street","Female, Male",144.994351000382,-37.7879959988648,9156,17765,"CLIFTON HILL","YARRA","Hoddle"
"Synthetic",null,"Netball","Melbourne Girls College",3,null,null,null,"YARRAC11028",null,"Boulevard",null,145.012699000534,-37.8296899994432,9157,17841,"BURNLEY","YARRA","Yarra"
"Synthetic",null,"Netball","Richmond Community Courts",2,"3. Average","6 - 10 Years",3121,"YARRAC11009","11 - 25 Years","Street","Female, Male",145.000351000084,-37.8172179993486,9158,17811,"RICHMOND","YARRA","Gleadell"
"Plexipave",null,"Netball","Ryan’s Reserve Netball and Tennis Facility and Pavilion",4,"3. Average","6 - 10 Years",3121,"YARRAC10973","11 - 25 Years","Street","Female, Male",145.009956000176,-37.8273099986845,9159,17760,"BURNLEY","YARRA","Swan"
null,null,"Skating","Edinburgh Gardens Skate Bowl",1,"3. Average","1 - 5 Years",3068,"YARRAC11005","11 - 25 Years","Road",null,144.983024000391,-37.7866149993799,9160,17805,"FITZROY NORTH","YARRA","St Georges"
null,null,"Skating","Quarries Park Skate Facility",1,null,null,3078,"YARRAC10988",null,"Road",null,145.004188000347,-37.790642998642,9161,17783,"FAIRFIELD","YARRA","Heidelberg"
"Grass",null,"Soccer","Alan Bain Reserve and Pavilion",1,"4. Good","1 - 5 Years",3121,"YARRAC10983","11 - 25 Years","Street","Umpire/Officials, Unisex",145.001134000209,-37.830217999443,9162,17776,"CREMORNE","YARRA","Church"
"Grass",null,"Soccer","Alphington Park Oval and Pavilion",1,"4. Good","1 - 5 Years",3067,"YARRAC10967","51 Years +","Road","Umpire/Officials, Unisex",145.029131000025,-37.7837789988703,9163,17751,"ALPHINGTON","YARRA","Parkview"
"Grass",null,"Soccer","Atherton Gardens Reserve",1,null,null,3065,"YARRAC10994",null,"Street",null,144.979067000538,-37.8033149989429,9164,17791,"FITZROY","YARRA","Napier"
"Grass",null,"Soccer","Bastow 1 and 2 Soccer Pitches and Gillon Pavilion",2,"3. Average","1 - 5 Years",3121,"YARRAC10969","26 - 50 Years","Street","Male, Umpire/Officials",145.020461999478,-37.8285759991585,9165,17753,"BURNLEY","YARRA","Swan"
"Grass",null,"Soccer","Burnley Park Oval and O’Connell Pavilion",1,"4. Good","1 - 5 Years",3121,"YARRAC10970","0 - 5 Years","Grove","Umpire/Officials, Unisex",145.014145000422,-37.826102999182,9166,17755,"BURNLEY","YARRA","Park"
"Grass",null,"Soccer","Coulson Reserve and Pavilion Soccer Pitch and Pavilion",1,"3. Average","1 - 5 Years",3068,"YARRAC10976","26 - 50 Years","Parade","Male, Umpire/Officials",144.996729000175,-37.7863849989028,9167,17764,"CLIFTON HILL","YARRA","Queens"
"Grass",null,"Soccer","Fairfield Park Oval and Maxwell Sutherland Pavilion",1,"2. Poor","6 - 10 Years",3078,"YARRAC10984","26 - 50 Years","Road","Male, Umpire/Officials",145.009953999482,-37.7857379992617,9168,17777,"FAIRFIELD","YARRA","Yarra Bend"
"Grass",null,"Soccer","Fairlea Ovals",null,"1. Very Poor","11 + Years",3078,"YARRAC10989","26 - 50 Years","Road","Male",145.007718000194,-37.7956429992036,9169,17785,"FAIRFIELD","YARRA","Yarra Bend"
"Grass",null,"Soccer","Fletcher 1 and 2 Soccer Pitches and Graham Pavilion",1,"3. Average","11 + Years",3121,"YARRAC10971","26 - 50 Years","Street","Male, Umpire/Officials",145.020461999478,-37.8285759991585,9170,17757,"BURNLEY","YARRA","Swan"
"Grass",null,"Soccer","George Knott Athletics Track and Ray Coverdale Pavilion",1,"4. Good","1 - 5 Years",3068,"YARRAC10978","26 - 50 Years","Road","Female, Male",145.002318999856,-37.7842049990468,9171,17768,"CLIFTON HILL","YARRA","Heidelberg"
"Grass",null,"Soccer","Mc Cutcheon Oval",null,null,null,null,"YARRAC11021",null,"Road",null,145.008575000236,-37.7999749989253,9172,17830,"FAIRFIELD","YARRA","Yarra Bend"
"Grass",null,"Soccer","Walker Street Soccer Pitch",1,null,null,3078,"YARRAC10986",null,"Street",null,145.003110999733,-37.789872999414,9173,17781,"FAIRFIELD","YARRA","Walker"
"Grass",null,"Soccer","Yambla Reserve and Pavilion",1,"3. Average","6 - 10 Years",3078,"YARRAC10987","26 - 50 Years","Street","Male, Umpire/Officials",145.003110999733,-37.789872999414,9174,17782,"FAIRFIELD","YARRA","Walker"
"Wooden Gymnasium",null,"Soccer (Indoor Soccer / Futsal)","Collingwood Secondary College",2,null,null,null,"YARRAC11029",null,"Way",null,144.989029999835,-37.8032559991894,9175,17844,"COLLINGWOOD","YARRA","Mc Cutcheon"
"Wooden Gymnasium",null,"Soccer (Indoor Soccer / Futsal)","Princes Hill Seconary College",1,null,null,null,"YARRAC11030",null,"Strret",null,144.966586999947,-37.7818179988637,9176,17846,"PRINCES HILL","YARRA","Arnold"
null,null,"Soccer (Indoor Soccer / Futsal)","Princess Hill Primary School",1,null,null,null,"YARRAC11031",null,"Street",null,144.962780999996,-37.7809919994595,9177,17847,"PRINCES HILL","MELBOURNE","Pigdon"
null,"41","Squash / Racquetball","Hunts Squash & Fitness Centre",null,null,null,3065,"YARRAC11001",null,"Street",null,144.975968999449,-37.7980699990222,9178,17801,"FITZROY","YARRA","Johnston"
"25m Pool - Indoor, Childrens Learning Pool, Toddlers Pool",null,"Swimming","Collingwood Leisure Centre",3,"5. Very Good","< 1 Years",3068,"YARRAC10979","26 - 50 Years","Street","Female, Male, Unisex",144.994351000382,-37.7879959988648,9179,17771,"CLIFTON HILL","YARRA","Turnbull"
"50m Pool - Outdoor, Toddlers Pool",null,"Swimming","Fitzroy Swimming Pool",2,"3. Average","6 - 10 Years",3065,"YARRAC10998","26 - 50 Years","Parade","Female, Male",144.980899999659,-37.7938999987901,9180,17796,"FITZROY","YARRA","Alexandra"
"50m Pool - Indoor, Childrens Learning Pool, Toddlers Pool",null,"Swimming","Richmond Recreation Centre",3,null,null,3121,"YARRAC11010",null,"Street",null,145.000351000084,-37.8172179993486,9181,17814,"RICHMOND","YARRA","Gleadell"
"50m Pool - Indoor, Toddlers Pool",null,"Swimming","Richmond Recreation Centre",2,"4. Good","6 - 10 Years",3121,"YARRAC11013","51 Years +","Street","Female, Male",145.002381000219,-37.8176879988823,9182,17819,"RICHMOND","YARRA","Gleadell"
null,"18","Tennis (Indoor)","Melbourne Royal Tennis",null,null,null,3121,"YARRAC11025",null,"Street",null,144.990381999439,-37.8184729988649,9183,17837,"RICHMOND","YARRA","Sherwood"
"Clay",null,"Tennis (Outdoor)","Fitzroy Tennis Courts and Clubhouse",6,"3. Average","Upgrade in progress",3065,"YARRAC10997","26 - 50 Years","Street","Female, Male",144.98237699997,-37.7875299987931,9184,17795,"FITZROY","YARRA","Brunswick"
